models=Random WayPoint	locationinitializer=random initializer	scale=1.0	params=0.0,1.0,	bias=0.0	distribution=jsc.distributions.Uniform	scale=1.0	params=0.0,1.0,	bias=0.0	distribution=jsc.distributions.Uniform	maxpausetime=10	minspeed=5	maps=squarereflect	height=500	width=500	maxspeed=10	rangealgorithms=NullPowerAlgorithm	filenamegenerator=simple	seed=outputtrace	numberiterate=true	defaultfilter=edu.sharif.ce.dml.common.data.trace.filter.DirectoryFilter	isinput=false	fileaddress=output	multiple=false	tracewriter=text	nodenumber=10	maxsimulationtime=1000
Time	Node	PositionX	PositionY	Speed	Direction Angle	Range
545	0	292	112	6.78	5.49	0
545	1	222	87	6.4	5.27	0
545	2	453	344	7.58	1.06	0
545	3	303	333	5.67	2.9	0
545	4	231	399	7.47	2.21	0
545	5	303	338	9.99	3.49	0
545	6	207	374	5.61	2.57	0
545	7	288	192	7.29	1.04	0
545	8	240	241	8.46	0.24	0
545	9	237	47	6.2	0.79	0
546	0	296	107	6.78	5.49	0
546	1	225	81	6.4	5.27	0
546	2	453	344	7.58	1.06	0
546	3	298	334	5.67	2.9	0
546	4	227	405	7.47	2.21	0
546	5	294	335	9.99	3.49	0
546	6	215	378	8.92	0.44	0
546	7	292	199	7.29	1.04	0
546	8	249	243	8.46	0.24	0
546	9	242	51	6.2	0.79	0
547	0	301	102	6.78	5.49	0
547	1	229	76	6.4	5.27	0
547	2	453	344	7.58	1.06	0
547	3	292	336	5.67	2.9	0
547	4	223	411	7.47	2.21	0
547	5	284	331	9.99	3.49	0
547	6	223	382	8.92	0.44	0
547	7	296	205	7.29	1.04	0
547	8	257	245	8.46	0.24	0
547	9	246	56	6.2	0.79	0
548	0	306	98	6.78	5.49	0
548	1	231	72	6.4	5.27	0
548	2	453	344	7.58	1.06	0
548	3	287	337	5.67	2.9	0
548	4	218	417	7.47	2.21	0
548	5	275	328	9.99	3.49	0
548	6	231	386	8.92	0.44	0
548	7	300	211	7.29	1.04	0
548	8	265	248	8.46	0.24	0
548	9	250	60	6.2	0.79	0
549	0	311	93	6.78	5.49	0
549	1	231	72	6.4	5.27	0
549	2	453	344	7.58	1.06	0
549	3	281	338	5.67	2.9	0
549	4	214	423	7.47	2.21	0
549	5	265	324	9.99	3.49	0
549	6	239	390	8.92	0.44	0
549	7	303	218	7.29	1.04	0
549	8	273	250	8.46	0.24	0
549	9	255	64	6.2	0.79	0
550	0	315	88	6.78	5.49	0
550	1	231	72	6.4	5.27	0
550	2	453	344	7.58	1.06	0
550	3	276	340	5.67	2.9	0
550	4	210	429	7.47	2.21	0
550	5	256	321	9.99	3.49	0
550	6	248	393	8.92	0.44	0
550	7	307	224	7.29	1.04	0
550	8	281	252	8.46	0.24	0
550	9	259	69	6.2	0.79	0
551	0	320	83	6.78	5.49	0
551	1	225	78	8.96	2.41	0
551	2	453	344	7.58	1.06	0
551	3	270	341	5.67	2.9	0
551	4	210	429	7.47	2.21	0
551	5	247	318	9.99	3.49	0
551	6	256	397	8.92	0.44	0
551	7	311	230	7.29	1.04	0
551	8	290	254	8.46	0.24	0
551	9	264	73	6.2	0.79	0
552	0	321	82	6.78	5.49	0
552	1	218	84	8.96	2.41	0
552	2	453	344	7.58	1.06	0
552	3	265	342	5.67	2.9	0
552	4	210	429	7.47	2.21	0
552	5	237	314	9.99	3.49	0
552	6	264	401	8.92	0.44	0
552	7	314	236	7.29	1.04	0
552	8	298	256	8.46	0.24	0
552	9	268	78	6.2	0.79	0
553	0	321	82	6.78	5.49	0
553	1	211	90	8.96	2.41	0
553	2	453	344	7.58	1.06	0
553	3	259	344	5.67	2.9	0
553	4	210	429	7.47	2.21	0
553	5	228	311	9.99	3.49	0
553	6	272	405	8.92	0.44	0
553	7	318	243	7.29	1.04	0
553	8	306	258	8.46	0.24	0
553	9	272	82	6.2	0.79	0
554	0	321	82	6.78	5.49	0
554	1	205	96	8.96	2.41	0
554	2	453	344	7.58	1.06	0
554	3	254	345	5.67	2.9	0
554	4	210	429	7.47	2.21	0
554	5	218	308	9.99	3.49	0
554	6	280	409	8.92	0.44	0
554	7	322	249	7.29	1.04	0
554	8	314	260	8.46	0.24	0
554	9	277	86	6.2	0.79	0
555	0	321	82	6.78	5.49	0
555	1	198	102	8.96	2.41	0
555	2	447	343	5.28	3.23	0
555	3	248	346	5.67	2.9	0
555	4	210	429	7.47	2.21	0
555	5	209	304	9.99	3.49	0
555	6	288	413	8.92	0.44	0
555	7	326	255	7.29	1.04	0
555	8	323	262	8.46	0.24	0
555	9	281	91	6.2	0.79	0
556	0	321	82	6.78	5.49	0
556	1	192	108	8.96	2.41	0
556	2	442	343	5.28	3.23	0
556	3	243	348	5.67	2.9	0
556	4	210	429	7.47	2.21	0
556	5	200	301	9.99	3.49	0
556	6	296	416	8.92	0.44	0
556	7	329	261	7.29	1.04	0
556	8	331	264	8.46	0.24	0
556	9	285	95	6.2	0.79	0
557	0	321	82	6.78	5.49	0
557	1	185	114	8.96	2.41	0
557	2	437	342	5.28	3.23	0
557	3	237	349	5.67	2.9	0
557	4	215	421	9.89	5.33	0
557	5	199	301	9.99	3.49	0
557	6	304	420	8.92	0.44	0
557	7	333	268	7.29	1.04	0
557	8	339	266	8.46	0.24	0
557	9	290	100	6.2	0.79	0
558	0	314	83	6.89	3.1	0
558	1	178	120	8.96	2.41	0
558	2	432	342	5.28	3.23	0
558	3	232	350	5.67	2.9	0
558	4	221	413	9.89	5.33	0
558	5	199	301	9.99	3.49	0
558	6	312	424	8.92	0.44	0
558	7	337	274	7.29	1.04	0
558	8	347	268	8.46	0.24	0
558	9	294	104	6.2	0.79	0
559	0	307	83	6.89	3.1	0
559	1	172	126	8.96	2.41	0
559	2	426	341	5.28	3.23	0
559	3	226	352	5.67	2.9	0
559	4	227	405	9.89	5.33	0
559	5	199	301	9.99	3.49	0
559	6	320	428	8.92	0.44	0
559	7	340	280	7.29	1.04	0
559	8	355	270	8.46	0.24	0
559	9	298	108	6.2	0.79	0
560	0	300	83	6.89	3.1	0
560	1	165	132	8.96	2.41	0
560	2	421	341	5.28	3.23	0
560	3	221	353	5.67	2.9	0
560	4	233	397	9.89	5.33	0
560	5	199	301	9.99	3.49	0
560	6	328	432	8.92	0.44	0
560	7	344	287	7.29	1.04	0
560	8	364	272	8.46	0.24	0
560	9	303	113	6.2	0.79	0
561	0	293	84	6.89	3.1	0
561	1	158	138	8.96	2.41	0
561	2	416	340	5.28	3.23	0
561	3	215	355	5.67	2.9	0
561	4	238	389	9.89	5.33	0
561	5	199	301	9.99	3.49	0
561	6	336	435	8.92	0.44	0
561	7	348	293	7.29	1.04	0
561	8	372	274	8.46	0.24	0
561	9	307	117	6.2	0.79	0
562	0	286	84	6.89	3.1	0
562	1	152	144	8.96	2.41	0
562	2	411	340	5.28	3.23	0
562	3	210	356	5.67	2.9	0
562	4	244	381	9.89	5.33	0
562	5	199	301	9.99	3.49	0
562	6	344	439	8.92	0.44	0
562	7	351	299	7.29	1.04	0
562	8	380	276	8.46	0.24	0
562	9	312	122	6.2	0.79	0
563	0	279	84	6.89	3.1	0
563	1	145	150	8.96	2.41	0
563	2	405	340	5.28	3.23	0
563	3	204	357	5.67	2.9	0
563	4	250	372	9.89	5.33	0
563	5	199	301	9.99	3.49	0
563	6	352	443	8.92	0.44	0
563	7	353	302	7.29	1.04	0
563	8	388	278	8.46	0.24	0
563	9	316	126	6.2	0.79	0
564	0	272	85	6.89	3.1	0
564	1	138	156	8.96	2.41	0
564	2	400	339	5.28	3.23	0
564	3	199	359	5.67	2.9	0
564	4	256	364	9.89	5.33	0
564	5	199	301	9.99	3.49	0
564	6	360	447	8.92	0.44	0
564	7	353	302	7.29	1.04	0
564	8	396	280	8.46	0.24	0
564	9	320	130	6.2	0.79	0
565	0	265	85	6.89	3.1	0
565	1	132	162	8.96	2.41	0
565	2	395	339	5.28	3.23	0
565	3	193	360	5.67	2.9	0
565	4	261	356	9.89	5.33	0
565	5	199	301	9.99	3.49	0
565	6	368	451	8.92	0.44	0
565	7	353	302	7.29	1.04	0
565	8	405	282	8.46	0.24	0
565	9	325	135	6.2	0.79	0
566	0	259	85	6.89	3.1	0
566	1	125	168	8.96	2.41	0
566	2	390	338	5.28	3.23	0
566	3	188	361	5.67	2.9	0
566	4	267	348	9.89	5.33	0
566	5	199	301	9.99	3.49	0
566	6	377	454	8.92	0.44	0
566	7	353	302	7.29	1.04	0
566	8	413	284	8.46	0.24	0
566	9	329	139	6.2	0.79	0
567	0	252	85	6.89	3.1	0
567	1	118	174	8.96	2.41	0
567	2	384	338	5.28	3.23	0
567	3	182	363	5.67	2.9	0
567	4	273	340	9.89	5.33	0
567	5	191	306	9.97	2.52	0
567	6	385	458	8.92	0.44	0
567	7	353	302	7.29	1.04	0
567	8	413	284	8.46	0.24	0
567	9	333	143	6.2	0.79	0
568	0	245	86	6.89	3.1	0
568	1	112	180	8.96	2.41	0
568	2	379	337	5.28	3.23	0
568	3	177	364	5.67	2.9	0
568	4	279	332	9.89	5.33	0
568	5	183	312	9.97	2.52	0
568	6	393	462	8.92	0.44	0
568	7	351	295	7.24	4.38	0
568	8	413	284	8.46	0.24	0
568	9	338	148	6.2	0.79	0
569	0	238	86	6.89	3.1	0
569	1	105	186	8.96	2.41	0
569	2	374	337	5.28	3.23	0
569	3	171	365	5.67	2.9	0
569	4	284	324	9.89	5.33	0
569	5	174	318	9.97	2.52	0
569	6	400	465	8.92	0.44	0
569	7	348	288	7.24	4.38	0
569	8	413	284	8.46	0.24	0
569	9	342	152	6.2	0.79	0
570	0	231	86	6.89	3.1	0
570	1	98	192	8.96	2.41	0
570	2	369	336	5.28	3.23	0
570	3	166	367	5.67	2.9	0
570	4	290	316	9.89	5.33	0
570	5	166	324	9.97	2.52	0
570	6	400	465	8.92	0.44	0
570	7	346	281	7.24	4.38	0
570	8	413	284	8.46	0.24	0
570	9	347	157	6.2	0.79	0
571	0	224	87	6.89	3.1	0
571	1	92	198	8.96	2.41	0
571	2	363	336	5.28	3.23	0
571	3	160	368	5.67	2.9	0
571	4	296	308	9.89	5.33	0
571	5	158	330	9.97	2.52	0
571	6	400	465	8.92	0.44	0
571	7	344	274	7.24	4.38	0
571	8	413	284	8.46	0.24	0
571	9	351	161	6.2	0.79	0
572	0	217	87	6.89	3.1	0
572	1	85	204	8.96	2.41	0
572	2	358	335	5.28	3.23	0
572	3	155	370	5.67	2.9	0
572	4	302	300	9.89	5.33	0
572	5	150	335	9.97	2.52	0
572	6	400	465	8.92	0.44	0
572	7	341	268	7.24	4.38	0
572	8	408	276	9.28	4.14	0
572	9	355	165	6.2	0.79	0
573	0	210	87	6.89	3.1	0
573	1	79	210	8.96	2.41	0
573	2	353	335	5.28	3.23	0
573	3	151	370	5.67	2.9	0
573	4	303	298	9.89	5.33	0
573	5	142	341	9.97	2.52	0
573	6	400	465	8.92	0.44	0
573	7	339	261	7.24	4.38	0
573	8	403	268	9.28	4.14	0
573	9	360	170	6.2	0.79	0
574	0	204	87	6.89	3.1	0
574	1	72	216	8.96	2.41	0
574	2	347	334	5.28	3.23	0
574	3	151	370	5.67	2.9	0
574	4	303	298	9.89	5.33	0
574	5	134	347	9.97	2.52	0
574	6	400	465	8.92	0.44	0
574	7	337	254	7.24	4.38	0
574	8	398	261	9.28	4.14	0
574	9	364	174	6.2	0.79	0
575	0	197	88	6.89	3.1	0
575	1	65	222	8.96	2.41	0
575	2	342	334	5.28	3.23	0
575	3	142	372	8.62	2.95	0
575	4	303	298	9.89	5.33	0
575	5	126	353	9.97	2.52	0
575	6	400	465	8.92	0.44	0
575	7	334	247	7.24	4.38	0
575	8	393	253	9.28	4.14	0
575	9	368	179	6.2	0.79	0
576	0	190	88	6.89	3.1	0
576	1	59	228	8.96	2.41	0
576	2	337	333	5.28	3.23	0
576	3	134	374	8.62	2.95	0
576	4	303	298	9.89	5.33	0
576	5	118	359	9.97	2.52	0
576	6	400	465	8.92	0.44	0
576	7	332	240	7.24	4.38	0
576	8	388	245	9.28	4.14	0
576	9	373	183	6.2	0.79	0
577	0	183	88	6.89	3.1	0
577	1	52	234	8.96	2.41	0
577	2	332	333	5.28	3.23	0
577	3	126	375	8.62	2.95	0
577	4	303	298	9.89	5.33	0
577	5	110	365	9.97	2.52	0
577	6	400	465	8.92	0.44	0
577	7	330	233	7.24	4.38	0
577	8	383	237	9.28	4.14	0
577	9	377	187	6.2	0.79	0
578	0	176	89	6.89	3.1	0
578	1	45	240	8.96	2.41	0
578	2	326	332	5.28	3.23	0
578	3	117	377	8.62	2.95	0
578	4	303	298	9.89	5.33	0
578	5	102	370	9.97	2.52	0
578	6	401	456	9.83	4.84	0
578	7	327	226	7.24	4.38	0
578	8	378	229	9.28	4.14	0
578	9	382	192	6.2	0.79	0
579	0	169	89	6.89	3.1	0
579	1	39	246	8.96	2.41	0
579	2	321	332	5.28	3.23	0
579	3	109	378	8.62	2.95	0
579	4	303	298	9.89	5.33	0
579	5	93	376	9.97	2.52	0
579	6	402	446	9.83	4.84	0
579	7	325	220	7.24	4.38	0
579	8	373	222	9.28	4.14	0
579	9	386	196	6.2	0.79	0
580	0	162	89	6.89	3.1	0
580	1	32	252	8.96	2.41	0
580	2	316	331	5.28	3.23	0
580	3	100	380	8.62	2.95	0
580	4	303	298	9.89	5.33	0
580	5	85	382	9.97	2.52	0
580	6	403	436	9.83	4.84	0
580	7	323	213	7.24	4.38	0
580	8	368	214	9.28	4.14	0
580	9	390	201	6.2	0.79	0
581	0	155	89	6.89	3.1	0
581	1	25	258	8.96	2.41	0
581	2	311	331	5.28	3.23	0
581	3	92	382	8.62	2.95	0
581	4	303	298	9.89	5.33	0
581	5	77	388	9.97	2.52	0
581	6	405	426	9.83	4.84	0
581	7	320	206	7.24	4.38	0
581	8	363	206	9.28	4.14	0
581	9	395	205	6.2	0.79	0
582	0	148	90	6.89	3.1	0
582	1	21	262	8.96	2.41	0
582	2	305	330	5.28	3.23	0
582	3	83	383	8.62	2.95	0
582	4	303	298	9.89	5.33	0
582	5	69	394	9.97	2.52	0
582	6	406	417	9.83	4.84	0
582	7	318	199	7.24	4.38	0
582	8	358	198	9.28	4.14	0
582	9	399	209	6.2	0.79	0
583	0	142	90	6.89	3.1	0
583	1	21	262	8.96	2.41	0
583	2	300	330	5.28	3.23	0
583	3	77	384	8.62	2.95	0
583	4	302	304	5.86	1.72	0
583	5	61	399	9.97	2.52	0
583	6	407	407	9.83	4.84	0
583	7	316	192	7.24	4.38	0
583	8	353	190	9.28	4.14	0
583	9	403	214	6.2	0.79	0
584	0	135	90	6.89	3.1	0
584	1	21	262	8.96	2.41	0
584	2	295	330	5.28	3.23	0
584	3	77	384	8.62	2.95	0
584	4	301	309	5.86	1.72	0
584	5	53	405	9.97	2.52	0
584	6	408	397	9.83	4.84	0
584	7	313	185	7.24	4.38	0
584	8	348	183	9.28	4.14	0
584	9	408	218	6.2	0.79	0
585	0	128	91	6.89	3.1	0
585	1	21	262	8.96	2.41	0
585	2	290	329	5.28	3.23	0
585	3	77	384	8.62	2.95	0
585	4	301	315	5.86	1.72	0
585	5	45	411	9.97	2.52	0
585	6	410	387	9.83	4.84	0
585	7	311	178	7.24	4.38	0
585	8	343	175	9.28	4.14	0
585	9	412	223	6.2	0.79	0
586	0	121	91	6.89	3.1	0
586	1	21	262	8.96	2.41	0
586	2	284	329	5.28	3.23	0
586	3	77	384	8.62	2.95	0
586	4	300	321	5.86	1.72	0
586	5	37	417	9.97	2.52	0
586	6	411	378	9.83	4.84	0
586	7	309	172	7.24	4.38	0
586	8	338	167	9.28	4.14	0
586	9	416	227	6.2	0.79	0
587	0	114	91	6.89	3.1	0
587	1	27	261	6.29	6.17	0
587	2	279	328	5.28	3.23	0
587	3	77	384	8.62	2.95	0
587	4	299	327	5.86	1.72	0
587	5	29	423	9.97	2.52	0
587	6	412	368	9.83	4.84	0
587	7	306	165	7.24	4.38	0
587	8	333	159	9.28	4.14	0
587	9	421	231	6.2	0.79	0
588	0	107	92	6.89	3.1	0
588	1	34	260	6.29	6.17	0
588	2	274	328	5.28	3.23	0
588	3	77	384	8.62	2.95	0
588	4	298	332	5.86	1.72	0
588	5	20	428	9.97	2.52	0
588	6	414	358	9.83	4.84	0
588	7	304	158	7.24	4.38	0
588	8	328	151	9.28	4.14	0
588	9	425	236	6.2	0.79	0
589	0	100	92	6.89	3.1	0
589	1	40	260	6.29	6.17	0
589	2	269	327	5.28	3.23	0
589	3	77	384	8.62	2.95	0
589	4	297	338	5.86	1.72	0
589	5	18	430	9.97	2.52	0
589	6	415	348	9.83	4.84	0
589	7	302	151	7.24	4.38	0
589	8	323	144	9.28	4.14	0
589	9	430	240	6.2	0.79	0
590	0	93	92	6.89	3.1	0
590	1	46	259	6.29	6.17	0
590	2	263	327	5.28	3.23	0
590	3	77	384	8.62	2.95	0
590	4	296	344	5.86	1.72	0
590	5	18	430	9.97	2.52	0
590	6	416	339	9.83	4.84	0
590	7	299	144	7.24	4.38	0
590	8	318	136	9.28	4.14	0
590	9	434	244	6.2	0.79	0
591	0	86	92	6.89	3.1	0
591	1	52	258	6.29	6.17	0
591	2	258	326	5.28	3.23	0
591	3	77	384	8.62	2.95	0
591	4	295	350	5.86	1.72	0
591	5	18	430	9.97	2.52	0
591	6	417	329	9.83	4.84	0
591	7	297	137	7.24	4.38	0
591	8	313	128	9.28	4.14	0
591	9	438	249	6.2	0.79	0
592	0	80	93	6.89	3.1	0
592	1	59	258	6.29	6.17	0
592	2	253	326	5.28	3.23	0
592	3	77	384	8.62	2.95	0
592	4	295	356	5.86	1.72	0
592	5	18	430	9.97	2.52	0
592	6	419	319	9.83	4.84	0
592	7	295	130	7.24	4.38	0
592	8	308	120	9.28	4.14	0
592	9	443	253	6.2	0.79	0
593	0	73	93	6.89	3.1	0
593	1	65	257	6.29	6.17	0
593	2	248	325	5.28	3.23	0
593	3	80	376	8.51	4.98	0
593	4	294	361	5.86	1.72	0
593	5	18	430	9.97	2.52	0
593	6	420	309	9.83	4.84	0
593	7	292	124	7.24	4.38	0
593	8	303	112	9.28	4.14	0
593	9	447	258	6.2	0.79	0
594	0	66	93	6.89	3.1	0
594	1	71	256	6.29	6.17	0
594	2	242	325	5.28	3.23	0
594	3	82	368	8.51	4.98	0
594	4	293	367	5.86	1.72	0
594	5	18	430	9.97	2.52	0
594	6	421	300	9.83	4.84	0
594	7	291	118	7.24	4.38	0
594	8	298	105	9.28	4.14	0
594	9	449	259	6.2	0.79	0
595	0	59	94	6.89	3.1	0
595	1	77	255	6.29	6.17	0
595	2	237	324	5.28	3.23	0
595	3	84	360	8.51	4.98	0
595	4	292	373	5.86	1.72	0
595	5	18	430	9.97	2.52	0
595	6	422	290	9.83	4.84	0
595	7	291	118	7.24	4.38	0
595	8	293	97	9.28	4.14	0
595	9	442	255	7.23	3.7	0
596	0	52	94	6.89	3.1	0
596	1	84	255	6.29	6.17	0
596	2	232	324	5.28	3.23	0
596	3	86	352	8.51	4.98	0
596	4	291	379	5.86	1.72	0
596	5	18	430	9.97	2.52	0
596	6	424	280	9.83	4.84	0
596	7	291	118	7.24	4.38	0
596	8	288	89	9.28	4.14	0
596	9	436	251	7.23	3.7	0
597	0	45	94	6.89	3.1	0
597	1	90	254	6.29	6.17	0
597	2	227	323	5.28	3.23	0
597	3	89	343	8.51	4.98	0
597	4	290	385	5.86	1.72	0
597	5	23	426	6.92	5.55	0
597	6	425	270	9.83	4.84	0
597	7	296	121	5.31	0.41	0
597	8	283	81	9.28	4.14	0
597	9	430	248	7.23	3.7	0
598	0	38	94	6.89	3.1	0
598	1	96	253	6.29	6.17	0
598	2	221	323	5.28	3.23	0
598	3	91	335	8.51	4.98	0
598	4	290	390	5.86	1.72	0
598	5	28	421	6.92	5.55	0
598	6	426	261	9.83	4.84	0
598	7	300	123	5.31	0.41	0
598	8	278	73	9.28	4.14	0
598	9	424	244	7.23	3.7	0
599	0	31	95	6.89	3.1	0
599	1	102	253	6.29	6.17	0
599	2	216	322	5.28	3.23	0
599	3	93	327	8.51	4.98	0
599	4	289	396	5.86	1.72	0
599	5	34	416	6.92	5.55	0
599	6	428	251	9.83	4.84	0
599	7	305	125	5.31	0.41	0
599	8	273	66	9.28	4.14	0
599	9	418	240	7.23	3.7	0
600	0	25	95	6.89	3.1	0
600	1	109	252	6.29	6.17	0
600	2	211	322	5.28	3.23	0
600	3	95	319	8.51	4.98	0
600	4	288	402	5.86	1.72	0
600	5	39	412	6.92	5.55	0
600	6	429	241	9.83	4.84	0
600	7	310	127	5.31	0.41	0
600	8	268	58	9.28	4.14	0
600	9	412	236	7.23	3.7	0
601	0	18	95	6.89	3.1	0
601	1	115	251	6.29	6.17	0
601	2	206	321	5.28	3.23	0
601	3	98	311	8.51	4.98	0
601	4	287	408	5.86	1.72	0
601	5	44	407	6.92	5.55	0
601	6	430	232	9.83	4.84	0
601	7	315	129	5.31	0.41	0
601	8	263	50	9.28	4.14	0
601	9	406	232	7.23	3.7	0
602	0	11	96	6.89	3.1	0
602	1	121	250	6.29	6.17	0
602	2	200	321	5.28	3.23	0
602	3	100	302	8.51	4.98	0
602	4	286	414	5.86	1.72	0
602	5	49	402	6.92	5.55	0
602	6	431	222	9.83	4.84	0
602	7	320	131	5.31	0.41	0
602	8	258	42	9.28	4.14	0
602	9	399	229	7.23	3.7	0
603	0	4	96	6.89	3.1	0
603	1	127	250	6.29	6.17	0
603	2	195	320	5.28	3.23	0
603	3	102	294	8.51	4.98	0
603	4	285	419	5.86	1.72	0
603	5	54	398	6.92	5.55	0
603	6	433	212	9.83	4.84	0
603	7	325	133	5.31	0.41	0
603	8	253	34	9.28	4.14	0
603	9	393	225	7.23	3.7	0
604	0	0	96	6.89	3.1	0
604	1	134	249	6.29	6.17	0
604	2	193	320	5.28	3.23	0
604	3	104	286	8.51	4.98	0
604	4	284	425	5.86	1.72	0
604	5	59	393	6.92	5.55	0
604	6	434	202	9.83	4.84	0
604	7	330	136	5.31	0.41	0
604	8	248	26	9.28	4.14	0
604	9	387	221	7.23	3.7	0
605	0	0	96	6.89	3.1	0
605	1	140	248	6.29	6.17	0
605	2	193	320	5.28	3.23	0
605	3	107	278	8.51	4.98	0
605	4	284	431	5.86	1.72	0
605	5	64	389	6.92	5.55	0
605	6	435	193	9.83	4.84	0
605	7	334	138	5.31	0.41	0
605	8	243	20	9.28	4.14	0
605	9	381	217	7.23	3.7	0
606	0	0	96	6.89	3.1	0
606	1	146	247	6.29	6.17	0
606	2	189	312	9.17	4.23	0
606	3	109	270	8.51	4.98	0
606	4	283	437	5.86	1.72	0
606	5	70	384	6.92	5.55	0
606	6	436	183	9.83	4.84	0
606	7	339	140	5.31	0.41	0
606	8	243	20	9.28	4.14	0
606	9	375	213	7.23	3.7	0
607	0	0	96	6.89	3.1	0
607	1	152	247	6.29	6.17	0
607	2	184	304	9.17	4.23	0
607	3	111	261	8.51	4.98	0
607	4	282	443	5.86	1.72	0
607	5	75	379	6.92	5.55	0
607	6	438	173	9.83	4.84	0
607	7	344	142	5.31	0.41	0
607	8	243	20	9.28	4.14	0
607	9	369	210	7.23	3.7	0
608	0	0	96	6.89	3.1	0
608	1	159	246	6.29	6.17	0
608	2	180	296	9.17	4.23	0
608	3	113	253	8.51	4.98	0
608	4	281	448	5.86	1.72	0
608	5	80	375	6.92	5.55	0
608	6	439	163	9.83	4.84	0
608	7	349	144	5.31	0.41	0
608	8	243	20	9.28	4.14	0
608	9	363	206	7.23	3.7	0
609	0	6	95	6.59	6.09	0
609	1	165	245	6.29	6.17	0
609	2	176	288	9.17	4.23	0
609	3	116	245	8.51	4.98	0
609	4	280	454	5.86	1.72	0
609	5	85	370	6.92	5.55	0
609	6	440	154	9.83	4.84	0
609	7	354	146	5.31	0.41	0
609	8	243	20	9.28	4.14	0
609	9	356	202	7.23	3.7	0
610	0	13	94	6.59	6.09	0
610	1	171	245	6.29	6.17	0
610	2	172	280	9.17	4.23	0
610	3	118	237	8.51	4.98	0
610	4	279	460	5.86	1.72	0
610	5	90	365	6.92	5.55	0
610	6	441	144	9.83	4.84	0
610	7	359	148	5.31	0.41	0
610	8	243	20	9.28	4.14	0
610	9	350	198	7.23	3.7	0
611	0	19	92	6.59	6.09	0
611	1	177	244	6.29	6.17	0
611	2	167	272	9.17	4.23	0
611	3	120	229	8.51	4.98	0
611	4	278	466	5.86	1.72	0
611	5	95	361	6.92	5.55	0
611	6	443	134	9.83	4.84	0
611	7	364	150	5.31	0.41	0
611	8	243	20	9.28	4.14	0
611	9	344	194	7.23	3.7	0
612	0	26	91	6.59	6.09	0
612	1	184	243	6.29	6.17	0
612	2	163	263	9.17	4.23	0
612	3	123	220	8.51	4.98	0
612	4	278	472	5.86	1.72	0
612	5	100	356	6.92	5.55	0
612	6	444	124	9.83	4.84	0
612	7	368	153	5.31	0.41	0
612	8	243	20	9.28	4.14	0
612	9	338	190	7.23	3.7	0
613	0	32	90	6.59	6.09	0
613	1	190	242	6.29	6.17	0
613	2	159	255	9.17	4.23	0
613	3	125	212	8.51	4.98	0
613	4	277	477	5.86	1.72	0
613	5	106	351	6.92	5.55	0
613	6	445	115	9.83	4.84	0
613	7	373	155	5.31	0.41	0
613	8	244	26	6.72	1.39	0
613	9	332	187	7.23	3.7	0
614	0	39	89	6.59	6.09	0
614	1	196	242	6.29	6.17	0
614	2	155	247	9.17	4.23	0
614	3	127	204	8.51	4.98	0
614	4	276	483	5.86	1.72	0
614	5	111	347	6.92	5.55	0
614	6	447	105	9.83	4.84	0
614	7	378	157	5.31	0.41	0
614	8	246	33	6.72	1.39	0
614	9	326	183	7.23	3.7	0
615	0	45	87	6.59	6.09	0
615	1	202	241	6.29	6.17	0
615	2	150	239	9.17	4.23	0
615	3	129	196	8.51	4.98	0
615	4	276	483	5.86	1.72	0
615	5	116	342	6.92	5.55	0
615	6	448	95	9.83	4.84	0
615	7	383	159	5.31	0.41	0
615	8	247	39	6.72	1.39	0
615	9	320	179	7.23	3.7	0
616	0	52	86	6.59	6.09	0
616	1	209	240	6.29	6.17	0
616	2	146	231	9.17	4.23	0
616	3	132	188	8.51	4.98	0
616	4	276	483	5.86	1.72	0
616	5	121	338	6.92	5.55	0
616	6	449	85	9.83	4.84	0
616	7	388	161	5.31	0.41	0
616	8	248	46	6.72	1.39	0
616	9	313	175	7.23	3.7	0
617	0	58	85	6.59	6.09	0
617	1	215	240	6.29	6.17	0
617	2	142	223	9.17	4.23	0
617	3	134	179	8.51	4.98	0
617	4	276	483	5.86	1.72	0
617	5	126	333	6.92	5.55	0
617	6	450	76	9.83	4.84	0
617	7	393	163	5.31	0.41	0
617	8	249	53	6.72	1.39	0
617	9	307	171	7.23	3.7	0
618	0	65	84	6.59	6.09	0
618	1	221	239	6.29	6.17	0
618	2	138	215	9.17	4.23	0
618	3	136	171	8.51	4.98	0
618	4	276	483	5.86	1.72	0
618	5	131	328	6.92	5.55	0
618	6	452	66	9.83	4.84	0
618	7	398	165	5.31	0.41	0
618	8	250	59	6.72	1.39	0
618	9	301	168	7.23	3.7	0
619	0	71	82	6.59	6.09	0
619	1	227	238	6.29	6.17	0
619	2	133	207	9.17	4.23	0
619	3	138	163	8.51	4.98	0
619	4	276	483	5.86	1.72	0
619	5	136	324	6.92	5.55	0
619	6	452	60	9.83	4.84	0
619	7	402	168	5.31	0.41	0
619	8	252	66	6.72	1.39	0
619	9	295	164	7.23	3.7	0
620	0	77	81	6.59	6.09	0
620	1	234	237	6.29	6.17	0
620	2	129	199	9.17	4.23	0
620	3	141	155	8.51	4.98	0
620	4	276	483	5.86	1.72	0
620	5	142	319	6.92	5.55	0
620	6	453	65	5.05	1.49	0
620	7	407	170	5.31	0.41	0
620	8	253	72	6.72	1.39	0
620	9	289	160	7.23	3.7	0
